responseTime,correctCount,incorrectCount,rememberRate,daysSinceLastLearn,isCorrect
6.57,1,2,0.4,21,0
6.81,1,7,0.2,7,0
4.05,6,4,0.5833,16,0
4.07,6,3,0.6364,59,0
2.41,5,0,0.8571,1,1
2.53,14,2,0.8333,45,1
1.63,13,2,0.8235,1,1
1.54,13,1,0.875,1,1
2.97,4,4,0.5,7,1
2.54,5,3,0.6,7,1
2.23,7,0,0.8889,50,0
8.13,2,7,0.2727,13,0
2.86,12,1,0.8667,51,0
2.1,10,2,0.7857,18,1
5.77,2,4,0.375,3,0
9.41,0,1,0.3333,28,0
2.61,3,5,0.4,6,0
2.01,11,0,0.9231,7,0
5.99,0,3,0.2,7,0
1.83,10,3,0.7333,50,0
6.62,7,1,0.8,4,1
5.04,3,2,0.5714,14,0
3.06,4,3,0.5556,12,1
2.5,9,1,0.8333,56,1
2.15,12,1,0.8667,1,1
1.39,14,0,0.9375,2,1
3.34,15,0,0.9412,2,1
6.77,2,5,0.3333,11,0
5.45,2,4,0.375,4,0
8.63,3,4,0.4444,25,0
9.07,3,6,0.3636,10,0
6.72,0,6,0.125,17,0
3.9,5,0,0.8571,7,1
1.55,14,0,0.9375,5,1
2.52,14,2,0.8333,5,1
2.28,8,1,0.8182,3,0
4.34,3,3,0.5,8,1
5.94,4,1,0.7143,15,1
5.92,0,3,0.2,9,0
6.21,3,3,0.5,17,0
1.9,10,1,0.8462,7,1
2.18,10,1,0.8462,6,1
6.15,8,1,0.8182,5,1
6.93,2,5,0.3333,30,0
5.39,4,1,0.7143,14,1
3.06,10,0,0.9167,32,1
3.83,8,4,0.6429,5,0
2.11,12,1,0.8667,21,1
2.07,15,3,0.8,20,0
6.39,5,2,0.6667,9,1
2.96,7,0,0.8889,25,0
3.57,12,1,0.8667,22,0
9.9,2,7,0.2727,17,0
4.33,9,4,0.6667,5,1
3.38,15,3,0.8,48,0
7.29,0,3,0.2,16,0
1.62,11,0,0.9231,7,1
8.8,2,6,0.3,20,0
2.25,7,0,0.8889,18,1
7.23,0,5,0.1429,12,0
8.71,0,2,0.25,21,0
4.17,3,3,0.5,3,1
5.68,3,6,0.3636,24,0
9.29,2,2,0.5,4,1
7.54,1,3,0.3333,15,0
4.27,10,3,0.7333,22,1
2.63,13,2,0.8235,6,1
4.73,5,1,0.75,11,0
3.69,10,1,0.8462,4,1
3.32,15,0,0.9412,15,1
6.53,1,4,0.2857,23,0
2.74,6,1,0.7778,0,1
3.36,7,3,0.6667,7,1
6.85,0,2,0.25,5,0
2.82,13,0,0.9333,3,1
1.61,6,2,0.7,6,0
9.5,2,5,0.3333,15,0
4.22,13,1,0.875,52,0
3.87,12,0,0.9286,18,0
5.76,1,2,0.4,23,0
4.22,15,0,0.9412,36,1
6.64,2,1,0.6,8,0
9.79,0,2,0.25,17,0
2.63,6,1,0.7778,5,0
2.72,10,1,0.8462,5,1
3.99,6,0,0.875,7,1
3.48,10,0,0.9167,5,1
5.34,3,6,0.3636,15,0
1.21,14,2,0.8333,0,1
5.63,0,3,0.2,28,0
5.18,2,1,0.6,16,0
6.01,6,2,0.7,12,0
3.92,8,0,0.9,45,0
3.6,9,3,0.7143,15,1
5.41,2,4,0.375,26,0
1.27,6,1,0.7778,4,1
6.96,0,4,0.1667,20,0
4.84,7,4,0.6154,10,0
2.27,11,1,0.8571,33,0
2.16,9,3,0.7143,24,0
6.86,5,4,0.5455,12,1
3.85,10,0,0.9167,4,1
2.06,13,3,0.7778,27,0
3.64,14,2,0.8333,2,1
3.62,3,5,0.4,17,0
2.29,9,1,0.8333,7,1
4.35,7,4,0.6154,16,0
3.21,7,3,0.6667,45,0
3.65,2,1,0.6,9,0
4.13,8,3,0.6923,30,0
6.34,7,3,0.6667,12,0
4.14,4,5,0.4545,11,1
4.91,12,0,0.9286,54,1
4.87,2,4,0.375,13,0
1.87,15,1,0.8889,2,1
7.45,4,5,0.4545,15,0
5.86,4,5,0.4545,13,0
1.82,7,1,0.8,1,1
2.16,6,3,0.6364,36,0
9.94,1,5,0.25,4,0
4.16,14,3,0.7895,59,0
2.45,9,2,0.7692,5,1
7.91,0,1,0.3333,24,0
2.75,14,1,0.8824,42,0
9.18,2,2,0.5,24,0
2.8,14,2,0.8333,6,1
7.16,3,5,0.4,11,0
6.18,5,1,0.75,4,1
3.89,14,2,0.8333,16,1
1.58,13,2,0.8235,57,0
2.42,7,1,0.8,30,0
5.16,3,1,0.6667,15,0
4.87,14,1,0.8824,58,0
5.04,1,2,0.4,25,0
4.62,3,2,0.5714,9,1
7.42,1,6,0.2222,10,0
2.56,8,1,0.8182,4,1
5.45,1,2,0.4,4,0
5.93,2,6,0.3,11,0
7.2,3,3,0.5,28,0
7.84,3,7,0.3333,11,1
4.42,3,2,0.5714,3,0
5.35,9,2,0.7692,18,1
1.23,11,2,0.8,1,1
8.74,2,2,0.5,13,0
3.07,6,2,0.7,0,1
3.47,11,2,0.8,36,0
5.5,6,5,0.5385,11,0
7.37,3,3,0.5,12,0
9.76,2,5,0.3333,24,0
3.07,13,0,0.9333,15,0
7.15,2,1,0.6,12,0
8.36,0,4,0.1667,6,0
2.62,8,5,0.6,6,1
6.65,3,4,0.4444,7,0
4.32,7,1,0.8,59,0
4.98,4,5,0.4545,10,0
4.61,8,1,0.8182,2,1
2.65,5,5,0.5,4,0
6.4,8,4,0.6429,11,0
9.59,0,7,0.1111,16,0
8.52,3,1,0.6667,17,0
1.62,13,0,0.9333,3,1
3.33,12,0,0.9286,6,1
3.21,12,3,0.7647,15,1
4.84,4,2,0.625,5,1
2.8,5,1,0.75,4,1
1.51,8,2,0.75,0,1
1.66,5,0,0.8571,2,1
1.98,12,3,0.7647,46,0
3.69,6,5,0.5385,18,0
3.2,9,2,0.7692,9,0
2.34,8,2,0.75,4,0
6.64,9,1,0.8333,7,0
9.28,3,2,0.5714,18,0
6.11,3,4,0.4444,13,0
2.92,10,1,0.8462,49,0
5.3,5,4,0.5455,12,0
3.37,10,2,0.7857,60,0
3.59,5,2,0.6667,0,1
6.69,5,3,0.6,14,0
2.44,13,2,0.8235,2,1
3.34,12,0,0.9286,5,0
1.77,8,2,0.75,2,1
1.13,11,0,0.9231,5,1
4.01,11,1,0.8571,44,0
3.61,11,2,0.8,55,1
9.71,2,2,0.5,10,0
3.06,8,1,0.8182,3,1
3.47,8,1,0.8182,60,0
2.07,12,0,0.9286,19,1
3.4,6,2,0.7,2,1
9.53,3,5,0.4,29,1
5.96,2,4,0.375,11,0
6.6,2,5,0.3333,17,0
4.99,6,2,0.7,2,0
6.81,7,2,0.7273,17,0
6.79,8,1,0.8182,12,0
2.13,10,3,0.7333,21,1
3.63,6,2,0.7,23,0
7.59,1,1,0.5,23,0
4.09,12,0,0.9286,59,0
8.82,1,6,0.2222,18,0
6.35,8,2,0.75,9,1
2.89,8,0,0.9,5,1
6.72,3,5,0.4,7,0
2.23,10,1,0.8462,30,0
8.56,0,2,0.25,26,0
2.49,13,0,0.9333,5,0
3.22,8,3,0.6923,31,0
8.85,1,7,0.2,24,0
2.27,6,1,0.7778,6,0
2.46,15,1,0.8889,43,1
2.62,5,0,0.8571,0,1
3.99,7,1,0.8,17,1
3.99,5,0,0.8571,3,0
3.44,9,1,0.8333,33,0
4.58,10,2,0.7857,60,1
5.39,4,4,0.5,3,1
6.56,8,1,0.8182,16,1
2.69,9,3,0.7143,22,0
7.7,2,4,0.375,22,0
2.71,9,2,0.7692,36,1
6.26,6,1,0.7778,15,0
4.47,7,1,0.8,42,0
3.57,8,2,0.75,36,1
5.96,1,4,0.2857,9,0
4.7,7,1,0.8,14,1
1.84,13,2,0.8235,40,1
1.91,7,1,0.8,2,0
1.81,10,0,0.9167,39,0
3.57,9,2,0.7692,44,0
3.49,7,0,0.8889,7,1
5.3,3,5,0.4,14,0
1.73,11,2,0.8,4,1
5.07,3,3,0.5,3,1
6.87,0,6,0.125,8,0
6.16,4,3,0.5556,5,1
7.57,0,2,0.25,23,0
1.39,7,2,0.7273,6,0
2.04,11,2,0.8,3,1
4.22,8,2,0.75,54,0
3.03,9,0,0.9091,49,0
4.78,2,4,0.375,18,0
9.98,0,3,0.2,10,0
8.1,2,5,0.3333,6,0
3.46,8,0,0.9,1,1
5.61,8,2,0.75,14,0
7.09,2,1,0.6,30,0
1.34,15,2,0.8421,3,1
7.39,6,2,0.7,15,1
4.97,12,2,0.8125,59,0
2.21,10,1,0.8462,34,0
2.59,11,1,0.8571,4,1
8.35,1,2,0.4,20,0
5.34,2,3,0.4286,12,0
9.19,1,2,0.4,27,0
2.79,7,5,0.5714,3,1
1.74,9,2,0.7692,3,1
3.64,5,2,0.6667,1,1
2.82,15,1,0.8889,7,1
6.83,3,5,0.4,11,0
1.64,7,1,0.8,1,1
4.63,3,1,0.6667,12,0
2.61,11,2,0.8,5,1
3.39,8,5,0.6,16,0
5.89,1,1,0.5,16,0
6.5,4,4,0.5,3,0
7.37,3,7,0.3333,17,0
6.93,3,1,0.6667,5,0
7.17,4,3,0.5556,2,0
4.19,2,5,0.3333,2,0
3.74,12,2,0.8125,3,1
6.81,6,1,0.7778,7,1
9.13,0,1,0.3333,7,0
2.35,13,1,0.875,53,0
4.54,3,5,0.4,8,0
3.26,11,2,0.8,0,1
1.53,13,1,0.875,32,0
5.84,0,2,0.25,16,0
1.6,8,0,0.9,7,1
8.33,3,7,0.3333,18,0
5.96,3,2,0.5714,13,0
3.64,7,3,0.6667,5,1
7.59,3,1,0.6667,17,0
4.84,6,3,0.6364,15,1
1.4,11,0,0.9231,6,0
3.56,7,2,0.7273,6,0
6.73,2,6,0.3,14,0
7.0,9,1,0.8333,16,1
1.0,8,2,0.75,3,1
7.42,0,5,0.1429,21,0
2.65,5,2,0.6667,2,1
2.81,15,0,0.9412,4,0
3.16,2,1,0.6,15,0
2.5,10,0,0.9167,5,1
3.7,10,0,0.9167,7,1
1.85,15,0,0.9412,33,0
6.22,2,7,0.2727,30,0
7.23,6,2,0.7,2,1
6.46,3,3,0.5,4,1
9.09,1,6,0.2222,25,0
9.99,3,7,0.3333,29,0
9.3,0,6,0.125,13,0
1.22,12,1,0.8667,3,1
6.46,2,3,0.4286,18,0
6.02,3,5,0.4,17,0
3.74,9,1,0.8333,2,1
3.52,11,3,0.75,58,1
3.32,7,2,0.7273,31,0
6.25,2,4,0.375,13,0
6.07,0,3,0.2,11,0
7.2,6,1,0.7778,7,0
4.15,9,2,0.7692,44,0
4.22,10,0,0.9167,52,0
4.83,12,1,0.8667,46,0
3.26,15,0,0.9412,4,1
5.65,2,3,0.4286,4,1
5.04,4,1,0.7143,3,1
2.06,11,1,0.8571,20,0
2.18,6,0,0.875,6,0
9.73,0,5,0.1429,3,0
3.2,12,1,0.8667,31,0
3.89,14,1,0.8824,3,1
2.45,13,2,0.8235,42,0
2.8,7,2,0.7273,7,1
2.75,13,2,0.8235,25,1
6.74,2,4,0.375,10,0
3.19,6,0,0.875,1,1
4.56,6,1,0.7778,57,0
1.72,14,1,0.8824,44,0
2.28,13,2,0.8235,5,1
3.23,15,2,0.8421,26,0
4.58,8,1,0.8182,16,1
3.37,8,0,0.9,3,1
7.18,1,2,0.4,27,0
4.21,5,4,0.5455,3,1
4.03,12,1,0.8667,47,0
2.78,8,4,0.6429,18,0
2.81,5,4,0.5455,2,1
3.19,8,3,0.6923,45,0
1.82,5,2,0.6667,7,0
6.03,3,6,0.3636,19,0
3.11,5,3,0.6,15,1
1.43,6,2,0.7,4,1
1.88,13,2,0.8235,58,0
4.62,5,4,0.5455,5,0
4.67,5,1,0.75,16,1
5.7,4,5,0.4545,14,0
2.31,5,1,0.75,7,1
6.87,9,2,0.7692,10,1
9.35,3,4,0.4444,13,0
9.12,1,3,0.3333,19,0
9.69,1,5,0.25,30,0
6.37,0,6,0.125,9,0
8.6,1,2,0.4,6,0
5.67,3,6,0.3636,21,0
7.76,1,6,0.2222,19,0
2.07,9,0,0.9091,46,0
4.96,8,5,0.6,4,1
1.22,9,0,0.9091,3,1
5.4,0,1,0.3333,27,0
1.73,12,2,0.8125,3,1
6.88,4,5,0.4545,18,1
3.21,8,1,0.8182,42,0
9.98,2,3,0.4286,18,0
6.96,0,5,0.1429,7,0
3.64,14,2,0.8333,3,1
5.97,8,5,0.6,10,0
1.4,15,1,0.8889,5,1
6.64,3,3,0.5,29,0
6.11,1,6,0.2222,4,0
4.17,10,2,0.7857,44,0
2.41,14,2,0.8333,0,1
3.35,8,0,0.9,5,1
2.86,13,3,0.7778,22,0
2.02,12,2,0.8125,54,0
6.48,1,7,0.2,19,0
3.96,13,2,0.8235,15,1
1.35,9,1,0.8333,5,1
7.01,6,1,0.7778,15,0
1.41,8,0,0.9,3,1
3.07,10,2,0.7857,0,1
4.57,7,1,0.8,57,0
3.45,13,0,0.9333,16,1
6.13,9,1,0.8333,11,1
8.03,3,7,0.3333,25,0
3.06,6,1,0.7778,3,1
2.95,11,2,0.8,7,1
5.1,9,4,0.6667,10,1
2.63,9,3,0.7143,37,0
6.03,1,6,0.2222,30,0
3.17,2,1,0.6,7,0
2.78,14,0,0.9375,56,0
3.8,7,3,0.6667,16,1
2.56,12,3,0.7647,39,0
7.92,3,6,0.3636,22,0
4.99,7,3,0.6667,15,0
3.12,2,4,0.375,2,0
1.22,12,0,0.9286,1,1
8.57,3,1,0.6667,30,0
5.67,2,6,0.3,14,0
5.91,0,4,0.1667,11,0
7.31,3,3,0.5,5,0
6.67,2,7,0.2727,20,0
4.53,4,5,0.4545,15,1
3.31,11,3,0.75,45,1
4.06,6,2,0.7,11,0
5.98,2,5,0.3333,24,0
1.53,9,2,0.7692,7,1
3.21,9,1,0.8333,2,1
2.84,14,1,0.8824,6,1
4.02,15,3,0.8,56,0
5.48,6,2,0.7,5,1
3.43,5,0,0.8571,7,0
3.19,12,1,0.8667,4,1
4.52,9,2,0.7692,45,0
6.22,7,1,0.8,16,0
4.25,7,5,0.5714,16,1
1.43,5,1,0.75,0,1
8.57,0,7,0.1111,22,0
3.94,6,0,0.875,5,1
8.7,3,5,0.4,6,1
1.55,5,0,0.8571,3,0
3.26,9,1,0.8333,7,1
1.06,11,2,0.8,2,1
8.21,1,4,0.2857,12,0
7.29,3,3,0.5,14,0
7.47,3,1,0.6667,2,1
6.55,8,3,0.6923,16,1
3.47,10,1,0.8462,30,0
8.59,3,1,0.6667,30,0
5.51,2,1,0.6,4,1
1.04,15,0,0.9412,5,1
5.86,3,3,0.5,2,1
2.1,11,0,0.9231,3,1
9.93,0,1,0.3333,29,0
3.24,7,0,0.8889,1,1
3.68,9,1,0.8333,6,1
2.99,4,5,0.4545,3,1
6.13,0,1,0.3333,27,0
8.22,1,1,0.5,28,0
3.97,9,1,0.8333,24,1
1.47,10,2,0.7857,1,1
2.03,9,0,0.9091,6,1
8.21,0,4,0.1667,30,0
4.06,10,3,0.7333,57,0
2.98,10,1,0.8462,5,1
7.04,6,1,0.7778,5,1
4.62,4,1,0.7143,6,0
7.27,0,6,0.125,20,0
2.68,10,0,0.9167,56,0
4.51,11,1,0.8571,26,0
2.87,11,3,0.75,16,1
2.45,6,1,0.7778,57,0
8.62,0,3,0.2,22,0
3.46,12,2,0.8125,56,0
5.54,3,6,0.3636,30,0
4.35,12,1,0.8667,22,1
5.11,3,7,0.3333,9,0
8.6,1,1,0.5,24,0
8.21,2,6,0.3,16,0
1.38,13,2,0.8235,6,0
1.47,13,1,0.875,1,1
9.37,3,1,0.6667,17,0
8.94,2,1,0.6,15,0
1.76,9,0,0.9091,39,0
6.87,4,1,0.7143,8,0
7.31,2,5,0.3333,7,0
4.0,11,1,0.8571,52,0
1.24,14,0,0.9375,7,1
9.83,0,7,0.1111,16,0
4.33,7,1,0.8,14,0
2.7,4,4,0.5,6,1
8.38,3,2,0.5714,26,0
9.2,1,6,0.2222,8,0
2.18,12,0,0.9286,18,1
4.36,7,3,0.6667,17,0
7.16,6,4,0.5833,7,1
9.18,0,2,0.25,30,0
1.94,15,2,0.8421,46,1
3.39,12,2,0.8125,3,1
5.42,2,3,0.4286,5,0
1.61,5,1,0.75,7,0
1.65,11,3,0.75,50,0
2.47,10,1,0.8462,38,0
2.95,4,1,0.7143,13,0
3.12,7,2,0.7273,36,0
1.6,12,2,0.8125,3,0
3.22,14,0,0.9375,2,1
3.73,5,0,0.8571,5,0
3.82,14,1,0.8824,7,1
4.43,6,1,0.7778,60,0
3.29,12,0,0.9286,7,1
4.53,9,3,0.7143,11,1
3.78,13,0,0.9333,55,1
3.41,12,2,0.8125,7,1
7.67,1,5,0.25,26,0
3.9,14,2,0.8333,56,0
1.87,9,2,0.7692,24,1
4.82,12,3,0.7647,55,0
4.07,4,2,0.625,4,1
5.22,2,4,0.375,11,0
9.07,0,1,0.3333,9,0
3.62,6,2,0.7,5,1
8.86,1,1,0.5,17,0
4.58,10,1,0.8462,15,1
1.61,12,2,0.8125,1,1
6.6,6,3,0.6364,2,1
3.68,12,0,0.9286,41,1
1.65,5,1,0.75,5,0
5.68,2,5,0.3333,3,0
3.28,6,1,0.7778,2,1
8.52,0,3,0.2,14,0
2.31,7,0,0.8889,59,0
2.75,5,4,0.5455,13,1
3.07,7,1,0.8,7,1
2.46,12,2,0.8125,16,1
1.09,12,2,0.8125,5,1
2.1,11,2,0.8,2,0
3.06,7,1,0.8,54,0
7.47,6,4,0.5833,12,0
3.29,13,1,0.875,20,1
7.57,1,2,0.4,14,0
5.16,4,3,0.5556,9,1
4.06,14,2,0.8333,59,0
1.87,9,2,0.7692,60,0
4.55,6,2,0.7,16,1
1.83,11,0,0.9231,6,1
4.24,15,2,0.8421,26,1
8.53,0,4,0.1667,12,0
5.44,3,1,0.6667,17,0
2.45,7,0,0.8889,57,0
6.69,1,1,0.5,27,0
7.26,8,3,0.6923,18,0
6.78,0,5,0.1429,7,0
3.45,14,3,0.7895,51,0
6.43,4,5,0.4545,6,0
4.01,13,0,0.9333,51,0
2.69,6,0,0.875,1,1
1.58,15,0,0.9412,2,1
8.89,0,4,0.1667,12,0
2.42,14,0,0.9375,48,0
3.1,10,1,0.8462,46,1
1.15,11,1,0.8571,3,1
1.19,10,0,0.9167,2,1
1.23,8,1,0.8182,0,1
4.63,3,2,0.5714,7,1
1.82,12,2,0.8125,7,1
1.46,13,0,0.9333,6,1
2.79,8,1,0.8182,22,1
3.03,10,0,0.9167,3,1
5.86,2,1,0.6,27,0
4.84,12,3,0.7647,15,1
4.94,8,1,0.8182,29,0
9.47,2,7,0.2727,3,0
3.5,10,1,0.8462,16,0
6.12,3,4,0.4444,11,0
4.78,12,3,0.7647,24,0
6.86,5,1,0.75,3,1
6.56,0,5,0.1429,19,0
8.85,3,7,0.3333,9,0
2.74,12,0,0.9286,6,1
9.14,1,3,0.3333,16,0
1.07,14,2,0.8333,5,1
8.42,2,5,0.3333,19,0
5.81,5,5,0.5,8,0
3.9,8,2,0.75,48,0
5.32,0,2,0.25,23,0
2.64,7,1,0.8,2,1
1.84,13,1,0.875,36,0
7.52,1,3,0.3333,3,0
8.64,3,1,0.6667,29,0
9.98,2,1,0.6,22,0
4.02,12,2,0.8125,53,0
3.41,6,0,0.875,17,0
3.6,7,2,0.7273,5,1
3.45,15,1,0.8889,5,0
1.83,11,2,0.8,6,1
6.79,9,5,0.625,9,1
2.51,15,0,0.9412,51,0
6.46,4,1,0.7143,18,1
2.78,12,3,0.7647,38,0
3.5,11,0,0.9231,5,1
9.15,0,5,0.1429,30,0
4.25,7,2,0.7273,58,0
1.52,15,2,0.8421,0,1
1.41,13,2,0.8235,3,1
2.68,15,1,0.8889,6,1
3.26,12,2,0.8125,41,1
1.77,11,2,0.8,6,1
2.0,5,1,0.75,0,0
4.0,4,4,0.5,4,0
6.77,3,6,0.3636,3,1
1.08,13,1,0.875,5,1
1.08,12,2,0.8125,7,1
2.89,2,4,0.375,5,1
2.94,9,4,0.6667,11,1
5.43,6,1,0.7778,11,0
5.11,0,3,0.2,15,0
6.59,1,4,0.2857,21,0
7.21,5,5,0.5,13,0
2.22,10,2,0.7857,20,0
9.47,1,7,0.2,10,0
9.04,0,2,0.25,12,0
2.66,9,1,0.8333,26,0
2.65,11,1,0.8571,0,1
3.01,13,0,0.9333,6,1
3.23,2,3,0.4286,13,0
6.26,2,5,0.3333,7,0
6.9,2,7,0.2727,17,0
3.63,5,3,0.6,16,0
3.31,8,1,0.8182,7,0
5.88,1,4,0.2857,4,0
4.09,6,2,0.7,43,0
2.0,8,0,0.9,0,1
5.91,5,4,0.5455,5,1
5.2,0,4,0.1667,27,0
1.86,10,0,0.9167,45,0
5.96,1,6,0.2222,17,0
4.89,14,3,0.7895,43,0
5.96,2,7,0.2727,21,0
3.11,12,0,0.9286,60,0
4.2,15,1,0.8889,35,1
1.11,14,1,0.8824,6,1
1.54,8,1,0.8182,0,1
2.16,13,2,0.8235,4,1
1.03,8,0,0.9,2,1
1.78,8,2,0.75,20,1
3.67,2,3,0.4286,4,0
7.54,3,1,0.6667,23,0
2.69,9,2,0.7692,5,1
7.17,2,1,0.6,12,1
5.73,0,2,0.25,28,0
8.26,3,4,0.4444,29,0
3.72,15,1,0.8889,0,1
9.95,0,1,0.3333,9,0
3.12,11,1,0.8571,5,1
4.61,9,3,0.7143,47,0
8.87,1,5,0.25,3,0
2.93,9,5,0.625,9,0
8.23,1,2,0.4,8,0
6.9,1,5,0.25,29,0
7.03,5,1,0.75,18,1
6.36,1,6,0.2222,10,0
4.46,8,0,0.9,18,0
8.05,2,6,0.3,4,0
2.62,7,2,0.7273,1,1
2.06,8,3,0.6923,58,0
1.99,10,1,0.8462,53,0
5.91,1,4,0.2857,6,1
5.6,9,3,0.7143,17,0
1.6,9,2,0.7692,6,1
3.92,10,1,0.8462,7,0
2.38,10,1,0.8462,1,1
3.25,14,0,0.9375,46,0
5.71,3,2,0.5714,6,0
2.2,13,2,0.8235,4,1
3.27,10,2,0.7857,31,1
7.65,3,4,0.4444,16,0
1.16,10,0,0.9167,6,0
3.44,12,0,0.9286,6,1
6.0,3,2,0.5714,15,0
1.79,8,1,0.8182,2,1
4.71,11,3,0.75,40,0
3.69,8,2,0.75,6,1
3.65,13,2,0.8235,6,1
7.17,1,7,0.2,21,0
5.93,8,5,0.6,13,1
4.14,13,3,0.7778,15,1
9.54,1,5,0.25,17,1
4.17,8,3,0.6923,18,1
3.13,11,2,0.8,40,0
7.12,0,3,0.2,5,0
2.15,10,1,0.8462,5,1
3.48,12,0,0.9286,5,1
2.19,9,0,0.9091,1,1
4.99,10,0,0.9167,30,0
5.93,4,3,0.5556,14,0
3.59,9,1,0.8333,33,0
5.18,2,4,0.375,7,0
2.7,9,0,0.9091,26,0
6.5,3,4,0.4444,14,1
9.9,1,6,0.2222,10,0
4.94,14,3,0.7895,41,0
3.61,10,1,0.8462,6,1
1.84,13,1,0.875,0,1
3.7,11,0,0.9231,27,0
3.01,9,0,0.9091,48,1
5.11,2,4,0.375,23,0
6.02,9,3,0.7143,15,0
1.69,10,0,0.9167,2,0
7.43,9,4,0.6667,6,0
5.55,7,1,0.8,11,1
1.0,12,1,0.8667,1,1
7.93,1,4,0.2857,20,0
9.54,3,1,0.6667,30,0
1.76,13,1,0.875,39,0
3.93,6,1,0.7778,11,0
4.24,6,2,0.7,16,0
3.28,7,0,0.8889,7,1
7.48,9,2,0.7692,8,0
3.27,5,1,0.75,16,0
9.75,3,2,0.5714,22,0
4.96,9,1,0.8333,17,1
3.81,6,2,0.7,19,0
2.57,12,3,0.7647,15,1
3.05,11,0,0.9231,28,0
2.73,12,3,0.7647,28,0
7.1,4,5,0.4545,6,0
7.49,1,5,0.25,30,0
4.41,7,4,0.6154,9,0
3.64,14,2,0.8333,4,1
1.9,15,1,0.8889,52,0
2.69,15,0,0.9412,0,1
5.19,4,1,0.7143,8,0
3.45,6,1,0.7778,15,1
7.38,1,1,0.5,7,0
1.6,6,0,0.875,55,0
3.37,5,0,0.8571,7,0
3.56,3,1,0.6667,2,0
4.02,5,2,0.6667,16,0
3.92,12,0,0.9286,5,1
5.46,5,4,0.5455,3,0
1.54,12,0,0.9286,1,1
3.51,8,3,0.6923,48,0
4.17,10,1,0.8462,59,0
2.33,8,3,0.6923,15,1
3.27,5,3,0.6,7,0
1.84,11,2,0.8,50,1
4.77,13,2,0.8235,60,0
4.51,6,2,0.7,11,0
5.97,3,3,0.5,29,0
3.73,7,2,0.7273,6,1
3.61,14,0,0.9375,22,0
3.42,12,2,0.8125,7,1
9.11,3,4,0.4444,9,0
3.08,12,1,0.8667,33,0
2.34,11,1,0.8571,7,1
3.86,8,3,0.6923,29,0
8.79,2,1,0.6,18,0
1.99,10,1,0.8462,3,1
4.5,8,5,0.6,16,0
7.77,2,2,0.5,12,0
3.3,7,1,0.8,0,1
6.35,2,7,0.2727,11,0
6.79,0,5,0.1429,21,0
7.62,3,5,0.4,27,0
6.81,3,2,0.5714,30,0
2.72,5,5,0.5,13,0
9.0,1,2,0.4,4,0
2.27,15,0,0.9412,7,1
2.67,7,2,0.7273,10,0
4.16,5,3,0.6,7,0
5.1,3,2,0.5714,24,0
1.05,9,1,0.8333,1,1
3.36,10,2,0.7857,7,1
4.05,7,5,0.5714,15,1
1.96,13,0,0.9333,2,1
4.86,4,1,0.7143,4,1
2.78,14,2,0.8333,54,0
8.12,1,3,0.3333,9,0
1.95,7,2,0.7273,56,0
6.63,2,4,0.375,11,0
7.12,4,3,0.5556,3,1
2.67,14,0,0.9375,51,0
2.55,7,1,0.8,54,0
2.21,11,0,0.9231,2,1
3.68,11,1,0.8571,6,0
3.8,15,3,0.8,30,1
4.01,3,5,0.4,12,0
3.48,14,0,0.9375,51,0
2.88,10,1,0.8462,2,1
4.19,6,0,0.875,18,0
7.19,0,5,0.1429,4,0
9.78,1,6,0.2222,16,0
8.71,1,6,0.2222,28,1
8.37,2,3,0.4286,8,0
5.74,9,2,0.7692,5,1
3.59,6,1,0.7778,12,1
5.58,3,2,0.5714,28,0
4.47,5,5,0.5,13,0
2.37,14,0,0.9375,38,0
4.3,8,1,0.8182,48,1
2.4,9,3,0.7143,34,0
7.38,7,2,0.7273,12,0
5.61,9,2,0.7692,15,1
3.84,12,0,0.9286,60,1
4.8,14,0,0.9375,19,1
4.64,9,3,0.7143,12,1
4.06,2,1,0.6,6,0
3.19,9,4,0.6667,16,1
2.35,9,2,0.7692,2,1
2.78,3,4,0.4444,18,0
8.29,2,1,0.6,11,1
1.83,10,2,0.7857,48,0
9.02,3,7,0.3333,6,1
6.07,1,4,0.2857,28,0
1.03,13,1,0.875,0,1
2.31,7,0,0.8889,41,0
9.85,0,2,0.25,29,0
4.53,3,1,0.6667,17,0
2.36,15,0,0.9412,0,1
6.68,4,4,0.5,15,0
7.54,0,6,0.125,30,0
5.65,1,2,0.4,23,0
6.03,2,3,0.4286,18,0
2.47,6,1,0.7778,4,0
4.87,13,0,0.9333,39,1
5.98,9,4,0.6667,9,0
8.96,0,7,0.1111,30,0
6.74,2,4,0.375,26,0
3.69,7,1,0.8,60,0
3.22,9,0,0.9091,21,1
2.06,14,2,0.8333,2,1
3.79,7,2,0.7273,6,0
5.19,6,4,0.5833,8,1
2.16,10,1,0.8462,47,0
4.23,12,1,0.8667,35,0
3.58,4,4,0.5,10,1
2.33,13,1,0.875,4,1
4.39,15,2,0.8421,25,1
7.76,1,4,0.2857,5,0
2.11,7,0,0.8889,26,1
2.84,9,0,0.9091,2,1
2.94,3,4,0.4444,14,0
8.12,0,6,0.125,24,0
6.85,3,3,0.5,3,0
3.5,12,1,0.8667,5,1
7.14,7,4,0.6154,12,1
5.6,3,2,0.5714,11,1
2.86,4,5,0.4545,17,1
8.43,3,3,0.5,25,0
3.27,14,0,0.9375,38,1
2.99,6,0,0.875,28,0
8.78,1,7,0.2,19,0
2.27,6,1,0.7778,5,1
